NCM*,Alíquota(%),Descrição,Início de Vigência,Categoria
8463.20.91,"7,2","De pente plano, com capacidade de produção igual ou superior a 160 unidades por minuto, de diâmetro de rosca compreendido entre 3 mm e 10 mm",01/03/2026,Industrial/Maquinário
8463.20.99,20,Outras,06/02/2026,Industrial/Maquinário
8463.30.00,20,-Máquinas para trabalhar arames e fios de metal,06/02/2026,Industrial/Maquinário
8463.90.10,20,De comando numérico,06/02/2026,Industrial/Maquinário
8463.90.90,20,Outras,06/02/2026,Industrial/Maquinário
8464.10.00,20,-Máquinas para serrar,06/02/2026,Industrial/Maquinário
8464.20.10,20,Para vidro,06/02/2026,Industrial/Maquinário
8464.20.21,"7,2","De polir placas, para pavimentação ou revestimento, com oito ou mais cabeças",01/03/2026,Industrial/Maquinário
8464.20.29,20,Outras,06/02/2026,Industrial/Maquinário
8464.20.90,20,Outras,06/02/2026,Industrial/Maquinário
8464.90.11,"7,2","De comando numérico, para retificar, fresar e perfurar",01/03/2026,Industrial/Maquinário
8464.90.19,20,Outras,06/02/2026,Industrial/Maquinário
8464.90.90,20,Outras,06/02/2026,Industrial/Maquinário
8465.10.00,20,-Máquinas-ferramentas capazes de efetuar diferentes tipos de operações sem troca de ferramentas,06/02/2026,Industrial/Maquinário
8465.20.00,20,-Centros de usinagem (fabricação*),06/02/2026,Industrial/Maquinário
8465.91.10,20,De fita sem fim,06/02/2026,Industrial/Maquinário
8465.91.20,20,Circulares,06/02/2026,Industrial/Maquinário
8465.91.90,20,Outras,06/02/2026,Industrial/Maquinário
8465.92.11,20,Fresadoras,06/02/2026,Industrial/Maquinário
8465.92.19,20,Outras,06/02/2026,Industrial/Maquinário
8465.92.90,20,Outras,06/02/2026,Industrial/Maquinário
8465.93.10,20,Lixadeiras,06/02/2026,Industrial/Maquinário
8465.93.90,20,Outras,06/02/2026,Industrial/Maquinário
8465.94.00,20,--Máquinas para arquear ou reunir,06/02/2026,Industrial/Maquinário
8465.95.11,20,Para furar,06/02/2026,Industrial/Maquinário
8465.95.12,20,Para escatelar,06/02/2026,Industrial/Maquinário
8465.95.91,20,Para furar,06/02/2026,Industrial/Maquinário
8465.95.92,20,Para escatelar,06/02/2026,Industrial/Maquinário
8465.96.00,20,"--Máquinas para fender, seccionar ou desenrolar",06/02/2026,Industrial/Maquinário
8465.99.00,20,--Outras,06/02/2026,Industrial/Maquinário
8466.10.00,20,-Porta-ferramentas e fieiras de abertura automática,06/02/2026,Industrial/Maquinário
8466.20.10,20,Para tornos,06/02/2026,Industrial/Maquinário
8466.20.90,20,Outros,06/02/2026,Industrial/Maquinário
8466.30.00,20,"-Dispositivos divisores e outros dispositivos especiais, para máquinas",06/02/2026,Industrial/Maquinário
8466.91.00,20,--Para máquinas da posição 84.64,06/02/2026,Industrial/Maquinário
8466.92.00,20,--Para máquinas da posição 84.65,06/02/2026,Industrial/Maquinário
8466.93.11,"7,2",Para máquinas da subposição 8456.20,01/03/2026,Industrial/Maquinário
8466.93.19,20,Outras,06/02/2026,Industrial/Maquinário
8466.93.20,20,Para máquinas da posição 84.57,06/02/2026,Industrial/Maquinário
8466.93.30,20,Para máquinas da posição 84.58,06/02/2026,Industrial/Maquinário
8466.93.40,20,Para máquinas da posição 84.59,06/02/2026,Industrial/Maquinário
8466.93.50,20,Para máquinas da posição 84.60,06/02/2026,Industrial/Maquinário
8466.93.60,20,Para máquinas da posição 84.61,06/02/2026,Industrial/Maquinário
8466.94.10,20,Para máquinas das subposições 8462.11 ou 8462.19,06/02/2026,Industrial/Maquinário
8466.94.20,20,Para máquinas das subposições 8462.22 a 8462.29,06/02/2026,Industrial/Maquinário
8466.94.90,20,Outras,06/02/2026,Industrial/Maquinário
8467.29.93,20,Martelos,06/02/2026,Industrial/Maquinário
8467.81.00,"12,6",--Serras de corrente,06/02/2026,Industrial/Maquinário
8467.89.00,20,--Outras,06/02/2026,Industrial/Maquinário
8467.91.00,20,--De serras de corrente,06/02/2026,Industrial/Maquinário
8467.92.00,20,--De ferramentas pneumáticas,06/02/2026,Industrial/Maquinário
8467.99.00,20,--Outras,06/02/2026,Industrial/Maquinário
8468.20.00,20,-Outras máquinas e aparelhos a gás,06/02/2026,Industrial/Maquinário
8468.80.10,"7,2",Para soldar por fricção,01/03/2026,Industrial/Maquinário
8468.80.90,20,Outras,06/02/2026,Industrial/Maquinário
8468.90.20,"7,2",De máquinas ou aparelhos para soldar por fricção,01/03/2026,Industrial/Maquinário
8468.90.90,20,Outras,06/02/2026,Industrial/Maquinário
8470.50.10,20,Eletrônicas,06/02/2026,Industrial/Maquinário
8470.50.90,20,Outras,06/02/2026,Industrial/Maquinário
8470.90.10,"7,2",Máquinas de franquear correspondência,01/03/2026,Industrial/Maquinário
8470.90.90,20,Outras,06/02/2026,Industrial/Maquinário
8471.30.12,20,"De peso inferior a 3,5 kg, com tela de área superior a 140 cm2, mas inferior a 560 cm2",06/02/2026,Informática/TI
8471.30.19,20,Outras,06/02/2026,Informática/TI
8471.30.90,20,Outras,06/02/2026,Informática/TI
8471.49.00,25,"--Outras, apresentadas sob a forma de sistemas",06/02/2026,Informática/TI
8471.50.20,18,"De média capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB superior a US$ 12.500,00, mas não superior a US$ 46.000,00, por unidade",06/02/2026,Informática/TI
8471.50.20,"10,8","Qualquer produto classificado no código NCM 8471.50.20, exceto equipamentos do tipo servidor",06/02/2026,Informática/TI
8471.50.30,18,"De grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 46.000,00, mas não superior a US$ 100.000,00, por unidade",06/02/2026,Informática/TI
8471.50.40,25,"De muito grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 100.000,00, por unidade",06/02/2026,Informática/TI
8471.50.90,20,Outras,06/02/2026,Informática/TI
8471.60.53,"12,6","Indicadores ou apontadores (mouse e track-ball, por exemplo)",06/02/2026,Informática/TI
8471.60.54,"12,6",Mesas digitalizadoras,06/02/2026,Informática/TI
8471.60.59,"12,6",Outras,06/02/2026,Informática/TI
8471.60.61,20,Com unidade de saída por vídeo monocromático,06/02/2026,Informática/TI
8471.60.62,20,Com unidade de saída por vídeo policromático,06/02/2026,Informática/TI
8471.60.80,20,Terminais de auto-atendimento bancário,06/02/2026,Informática/TI
8471.60.90,20,Outras,06/02/2026,Informática/TI
8471.70.10,"12,6",De discos magnéticos,06/02/2026,Informática/TI
8471.70.90,14,"Outras, incluídas as combinações de unidades de, pelo menos, dois dos itens precedentes",06/02/2026,Informática/TI
8471.80.00,20,-Outras unidades de máquinas automáticas para processamento de dados,06/02/2026,Informática/TI
8471.90.11,"12,6",De cartões magnéticos,06/02/2026,Informática/TI
8471.90.12,"12,6",Leitores de códigos de barras,06/02/2026,Informática/TI
8471.90.13,"12,6",Leitores de caracteres magnetizáveis,06/02/2026,Informática/TI
8472.10.00,20,-Duplicadores,06/02/2026,Industrial/Maquinário
8472.30.90,"7,2",Outras,01/03/2026,Industrial/Maquinário
8472.90.10,20,"Distribuidores (dispensadores) automáticos de notas (papéis-moeda), incluindo os que efetuam outras operações bancárias",06/02/2026,Industrial/Maquinário
8472.90.20,20,"Máquinas do tipo utilizado em caixas de banco, com dispositivo para autenticar",06/02/2026,Industrial/Maquinário
8472.90.30,20,Máquinas para selecionar e contar moedas ou notas (papéis-moeda),06/02/2026,Industrial/Maquinário
8472.90.59,"12,6",Outras,06/02/2026,Industrial/Maquinário
8472.90.91,"7,2",Máquinas para imprimir endereços ou para estampar placas de endereços,01/03/2026,Industrial/Maquinário
8472.90.99,20,Outros,06/02/2026,Industrial/Maquinário
8473.29.10,"12,6","Circuitos impressos com componentes elétricos ou eletrônicos, montados, para caixas registradoras",06/02/2026,Industrial/Maquinário
8473.29.90,"12,6",Outros,06/02/2026,Industrial/Maquinário
8473.30.11,"12,6","Com fonte de alimentação, mesmo com módulo display numérico",06/02/2026,Industrial/Maquinário
8473.30.19,"12,6",Outros,06/02/2026,Industrial/Maquinário
8473.30.32,"7,2",Braços posicionadores de cabeças magnéticas,01/03/2026,Industrial/Maquinário
8473.30.33,"7,2",Cabeças magnéticas,01/03/2026,Industrial/Maquinário
8473.30.34,"7,2",Mecanismos bobinadores para unidades de fitas magnéticas (magnetic tape transporter),01/03/2026,Industrial/Maquinário
8473.30.41,"12,6",Placas-mãe (mother boards),06/02/2026,Industrial/Maquinário
8473.40.10,"12,6","Circuitos impressos com componentes elétricos ou eletrônicos, montados",06/02/2026,Industrial/Maquinário
8473.40.70,20,Outras partes e acessórios das máquinas dos itens 8472.90.10 ou 8472.90.20,06/02/2026,Industrial/Maquinário
8473.40.90,"12,6",Outros,06/02/2026,Industrial/Maquinário
8473.50.10,"12,6","Circuitos impressos com componentes elétricos ou eletrônicos, montados",06/02/2026,Industrial/Maquinário
8473.50.40,"7,2",Cabeças magnéticas,01/03/2026,Industrial/Maquinário
8473.50.50,"12,6",Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2,06/02/2026,Informática/TI
8473.50.90,20,Outros,06/02/2026,Industrial/Maquinário
8474.10.00,20,"-Máquinas e aparelhos para selecionar, peneirar, separar ou lavar",06/02/2026,Industrial/Maquinário
8474.20.10,20,De bolas,06/02/2026,Industrial/Maquinário
8474.20.90,20,Outros,06/02/2026,Industrial/Maquinário
8474.31.00,20,--Betoneiras e aparelhos para amassar cimento,06/02/2026,Industrial/Maquinário
8474.32.00,20,--Máquinas para misturar matérias minerais com betume,06/02/2026,Industrial/Maquinário
8474.39.00,20,--Outros,06/02/2026,Industrial/Maquinário
8474.80.10,20,Para fazer moldes de areia para fundição,06/02/2026,Industrial/Maquinário
8474.80.90,20,Outras,06/02/2026,Industrial/Maquinário
8474.90.00,20,-Partes,06/02/2026,Industrial/Maquinário
8475.10.00,"7,2","-Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou eletrônicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro",01/03/2026,Industrial/Maquinário
8475.21.00,20,--Máquinas para fabricação de fibras ópticas e de seus esboços,06/02/2026,Industrial/Maquinário
8475.29.10,20,"Para fabricação de recipientes da posição 70.10, exceto ampolas",06/02/2026,Industrial/Maquinário
8475.29.90,20,Outras,06/02/2026,Industrial/Maquinário
8475.90.00,20,-Partes,06/02/2026,Industrial/Maquinário
8476.21.00,20,--Com dispositivo de aquecimento ou de refrigeração incorporado,06/02/2026,Industrial/Maquinário
8476.29.00,20,--Outras,06/02/2026,Industrial/Maquinário
8476.81.00,20,--Com dispositivo de aquecimento ou de refrigeração incorporado,06/02/2026,Industrial/Maquinário
8476.89.10,"7,2",Máquinas automáticas de venda de selos postais,01/03/2026,Industrial/Maquinário
8476.89.90,20,Outras,06/02/2026,Industrial/Maquinário
8476.90.00,20,-Partes,06/02/2026,Industrial/Maquinário
8477.10.11,20,"Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e força de fechamento inferior ou igual a 12.000 kN",06/02/2026,Industrial/Maquinário
8477.10.19,20,Outras,06/02/2026,Industrial/Maquinário
8477.10.21,20,"Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e força de fechamento inferior ou igual a 12.000 kN",06/02/2026,Industrial/Maquinário
8477.10.29,20,Outras,06/02/2026,Industrial/Maquinário
8477.10.91,20,De comando numérico,06/02/2026,Industrial/Maquinário
8477.10.99,20,Outras,06/02/2026,Industrial/Maquinário
8477.20.10,20,"Para materiais termoplásticos, de diâmetro da rosca inferior ou igual a 300 mm",06/02/2026,Industrial/Maquinário
8477.20.90,20,Outras,06/02/2026,Industrial/Maquinário
8477.30.10,20,"Para fabricação de recipientes termoplásticos de capacidade inferior ou igual a 5 l, com uma produção inferior ou igual a 1.000 unidades por hora, referente a recipiente de 1 l",06/02/2026,Industrial/Maquinário
8477.30.90,20,Outras,06/02/2026,Industrial/Maquinário
8477.40.10,"7,2",De moldar a vácuo poliestireno expandido (EPS) ou polipropileno expandido (EPP),01/03/2026,Industrial/Maquinário
8477.40.90,20,Outras,06/02/2026,Industrial/Maquinário
8477.51.00,20,--Para moldar ou recauchutar pneumáticos ou para moldar ou dar forma a câmaras de ar,06/02/2026,Industrial/Maquinário
8477.59.11,20,Com capacidade inferior ou igual a 30.000 kN,06/02/2026,Industrial/Maquinário
8477.59.19,20,Outras,06/02/2026,Industrial/Maquinário
8477.59.90,20,Outras,06/02/2026,Industrial/Maquinário
8477.80.10,"7,2","Máquina de unir lâminas de borracha entre si ou com tecidos com borracha, para fabricação de pneumáticos",01/03/2026,Industrial/Maquinário
8477.80.90,20,Outras,06/02/2026,Industrial/Maquinário
8477.90.00,20,-Partes,06/02/2026,Industrial/Maquinário
8478.10.10,20,Batedoras-separadoras automáticas de talos e folhas,06/02/2026,Industrial/Maquinário
8478.10.90,20,Outros,06/02/2026,Industrial/Maquinário
8478.90.00,20,-Partes,06/02/2026,Industrial/Maquinário
8479.20.00,20,"-Máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de animais",06/02/2026,Industrial/Maquinário
8479.30.00,20,"-Prensas para fabricação de painéis de partículas, de fibras de madeira ou de outras matérias lenhosas, e outras máquinas e aparelhos para tratamento de madeira ou de cortiça",06/02/2026,Industrial/Maquinário
8479.40.00,20,-Máquinas para fabricação de cordas ou cabos,06/02/2026,Industrial/Maquinário
8479.60.00,20,-Aparelhos de evaporação para arrefecimento do ar,06/02/2026,Industrial/Maquinário
8479.71.00,20,--Do tipo utilizado em aeroportos,06/02/2026,Industrial/Maquinário
8479.79.00,20,--Outras,06/02/2026,Industrial/Maquinário
8479.81.10,"7,2","Diferenciadores das tensões de tração de entrada e saída da chapa, em instalações de galvanoplastia",01/03/2026,Industrial/Maquinário
8479.81.90,20,Outros,06/02/2026,Industrial/Maquinário
8479.82.10,20,Misturadores,06/02/2026,Industrial/Maquinário
8479.82.90,20,Outros,06/02/2026,Industrial/Maquinário
8479.83.00,20,--Prensas isostáticas a frio,06/02/2026,Industrial/Maquinário
8479.89.11,20,Prensas,06/02/2026,Industrial/Maquinário
8479.89.12,20,Distribuidores e doseadores de sólidos ou de líquidos,06/02/2026,Industrial/Maquinário
8479.89.21,"7,2",Máquinas e aparelhos para cestaria ou espartaria,01/03/2026,Industrial/Maquinário
8479.89.22,"7,2","Máquinas e aparelhos para fabricação de pincéis, brochas ou escovas",01/03/2026,Industrial/Maquinário
8479.89.40,20,"Silos metálicos para cereais, fixos (não transportáveis), incluindo as baterias, com mecanismos elevadores ou extratores incorporados",06/02/2026,Industrial/Maquinário
8479.89.91,20,Aparelhos para limpar peças por ultrassom,06/02/2026,Industrial/Maquinário
8479.89.92,20,Máquinas de leme para embarcações,06/02/2026,Industrial/Maquinário
8479.89.99,20,Outros,06/02/2026,Industrial/Maquinário
8479.90.90,20,Outras,06/02/2026,Industrial/Maquinário
8480.10.00,20,-Caixas de fundição,06/02/2026,Industrial/Maquinário
8480.20.00,20,-Placas de fundo para moldes,06/02/2026,Industrial/Maquinário
8480.30.00,20,-Modelos para moldes,06/02/2026,Industrial/Maquinário
8480.41.00,20,--Para moldagem por injeção ou por compressão,06/02/2026,Industrial/Maquinário
8480.49.10,20,Coquilhas,06/02/2026,Industrial/Maquinário
8480.49.90,20,Outros,06/02/2026,Industrial/Maquinário
8480.50.00,20,-Moldes para vidro,06/02/2026,Industrial/Maquinário
8480.60.00,20,-Moldes para matérias minerais,06/02/2026,Industrial/Maquinário
8480.71.00,20,--Para moldagem por injeção ou por compressão,06/02/2026,Industrial/Maquinário
8480.79.10,20,Para vulcanização de pneumáticos,06/02/2026,Industrial/Maquinário
8480.79.90,20,Outros,06/02/2026,Industrial/Maquinário
8481.80.29,20,Outros,06/02/2026,Industrial/Maquinário
8481.80.39,20,Outros,06/02/2026,Industrial/Maquinário
8481.80.94,20,Válvulas tipo globo,06/02/2026,Industrial/Maquinário
8481.80.96,20,Válvulas tipo macho,06/02/2026,Industrial/Maquinário
8483.10.50,"7,2","Árvores de transmissão providas de acoplamentos dentados com entalhes de proteção contra sobrecarga, de comprimento igual ou superior a 1500 mm e diâmetro do eixo igual ou superior a 400 mm",01/03/2026,Telefonia/Comunicação
8485.10.00,20,-Por depósito de metal,06/02/2026,Industrial/Maquinário
8485.30.00,20,"-Por depósito de gesso, cimento, cerâmica ou de vidro",06/02/2026,Industrial/Maquinário
8485.80.00,20,-Outras,06/02/2026,Industrial/Maquinário
8485.90.00,20,-Partes,06/02/2026,Industrial/Maquinário
8486.10.00,20,-Máquinas e aparelhos para fabricação de boules ou wafers,06/02/2026,Industrial/Maquinário
8486.30.00,20,-Máquinas e aparelhos para fabricação de dispositivos de visualização de tela (ecrã*) plana,06/02/2026,Industrial/Maquinário
8486.40.00,20,-Máquinas e aparelhos especificados na Nota 11 C) do presente Capítulo,06/02/2026,Industrial/Maquinário
8486.90.00,20,-Partes e acessórios,06/02/2026,Industrial/Maquinário
8487.10.00,20,-Hélices para embarcações e suas pás,06/02/2026,Industrial/Maquinário
8501.10.11,"7,2","De passo não superior a 1,8°",01/03/2026,Energia/Elétrico
8501.33.10,20,Motores,06/02/2026,Industrial/Maquinário
8501.33.20,20,Geradores,06/02/2026,Industrial/Maquinário
8501.34.11,20,De potência não superior a 3.000 kW,06/02/2026,Energia/Elétrico
8501.34.19,"7,2",Outros,01/03/2026,Energia/Elétrico
8501.34.20,20,Geradores,06/02/2026,Industrial/Maquinário
8501.51.10,20,"Trifásicos, com rotor de gaiola",06/02/2026,Energia/Elétrico
8501.51.20,20,"Trifásicos, com rotor de anéis",06/02/2026,Energia/Elétrico
8501.51.90,20,Outros,06/02/2026,Energia/Elétrico
8501.53.20,20,"Trifásicos, de potência superior a 7.500 kW, mas não superior a 30.000 kW",06/02/2026,Energia/Elétrico
8501.53.30,20,"Trifásicos, de potência superior a 30.000 kW, mas não superior a 50.000 kW",06/02/2026,Energia/Elétrico
8501.53.90,"7,2",Outros,01/03/2026,Energia/Elétrico
8501.61.00,20,--De potência não superior a 75 kVA,06/02/2026,Energia/Elétrico
8501.62.00,20,"--De potência superior a 75 kVA, mas não superior a 375 kVA",06/02/2026,Energia/Elétrico
8501.63.00,20,"--De potência superior a 375 kVA, mas não superior a 750 kVA",06/02/2026,Energia/Elétrico
8501.64.00,20,--De potência superior a 750 kVA,06/02/2026,Energia/Elétrico
8501.72.90,20,Outros,06/02/2026,Energia/Elétrico
8501.80.00,20,-Geradores fotovoltaicos de corrente alternada,06/02/2026,Industrial/Maquinário
8502.11.10,20,De corrente alternada,06/02/2026,Energia/Elétrico
8502.11.90,20,Outros,06/02/2026,Energia/Elétrico
8502.12.10,20,De corrente alternada,06/02/2026,Energia/Elétrico
8502.12.90,20,Outros,06/02/2026,Energia/Elétrico
8502.13.11,20,De potência não superior a 430 kVA,06/02/2026,Energia/Elétrico
8502.13.19,20,Outros,06/02/2026,Energia/Elétrico
8502.13.90,20,Outros,06/02/2026,Energia/Elétrico
8502.20.11,20,De potência não superior a 210 kVA,06/02/2026,Energia/Elétrico
8502.20.19,"7,2",Outros,01/03/2026,Energia/Elétrico
8502.20.90,20,Outros,06/02/2026,Energia/Elétrico
8502.40.10,20,De frequência,06/02/2026,Energia/Elétrico
8502.40.90,20,Outros,06/02/2026,Energia/Elétrico
8503.00.90,20,Outras,06/02/2026,Energia/Elétrico
8504.21.00,20,--De potência não superior a 650 kVA,06/02/2026,Energia/Elétrico
8504.22.00,20,"--De potência superior a 650 kVA, mas não superior a 10.000 kVA",06/02/2026,Energia/Elétrico
8504.23.00,20,--De potência superior a 10.000 kVA,06/02/2026,Energia/Elétrico
8504.31.91,"7,2","Transformador de saída horizontal (fly back), com tensão de saída superior a 18 kV e frequência de varredura horizontal igual ou superior a 32 kHz",01/03/2026,Energia/Elétrico
8504.33.00,20,"--De potência superior a 16 kVA, mas não superior a 500 kVA",06/02/2026,Energia/Elétrico
8504.34.00,20,--De potência superior a 500 kVA,06/02/2026,Energia/Elétrico
8504.90.30,20,"De transformadores das subposições 8504.21, 8504.22, 8504.23, 8504.33 ou 8504.34",06/02/2026,Energia/Elétrico
8504.90.40,20,"De conversores estáticos, exceto de carregadores de acumuladores e de retificadores",06/02/2026,Energia/Elétrico
8505.20.10,"7,2","Freios (travões) que atuam por corrente de Foucault, do tipo utilizado nos veículos das posições 87.01 a 87.05",01/03/2026,Energia/Elétrico
8508.60.00,20,-Outros aspiradores,06/02/2026,Energia/Elétrico
8508.70.00,20,-Partes,06/02/2026,Energia/Elétrico
8510.20.00,"7,2",-Máquinas de cortar o cabelo ou de tosquiar,01/03/2026,Industrial/Maquinário
8510.90.20,20,Pentes e contrapentes para máquinas de tosquiar,06/02/2026,Industrial/Maquinário
8510.90.90,"7,2",Outras,01/03/2026,Energia/Elétrico
8514.11.00,20,--Prensas isostáticas a quente,06/02/2026,Industrial/Maquinário
8514.19.00,20,--Outros,06/02/2026,Energia/Elétrico
8514.20.11,20,Industriais,06/02/2026,Energia/Elétrico
8514.20.19,20,Outros,06/02/2026,Energia/Elétrico
8514.20.20,20,Por perdas dielétricas,06/02/2026,Energia/Elétrico
8514.31.00,20,--Fornos de feixe de elétrons,06/02/2026,Energia/Elétrico
8514.32.00,20,--Fornos de plasma e fornos de arco a vácuo,06/02/2026,Energia/Elétrico
8514.39.00,20,--Outros,06/02/2026,Energia/Elétrico
8514.40.00,20,-Outros aparelhos para tratamento térmico de matérias por indução ou por perdas dielétricas,06/02/2026,Energia/Elétrico
8514.90.00,20,-Partes,06/02/2026,Energia/Elétrico
8515.11.00,20,--Ferros e pistolas,06/02/2026,Energia/Elétrico
8515.19.00,20,--Outros,06/02/2026,Energia/Elétrico
8515.21.00,20,--Inteira ou parcialmente automáticos,06/02/2026,Energia/Elétrico
8515.29.00,20,--Outros,06/02/2026,Energia/Elétrico
8515.31.10,"7,2","Robôs para soldar, por arco, em atmosfera inerte (MIG - Metal Inert Gas) ou atmosfera ativa (MAG - Metal Active Gas), de comando numérico",01/03/2026,Energia/Elétrico
8515.31.90,20,Outros,06/02/2026,Energia/Elétrico
8515.39.00,20,--Outros,06/02/2026,Energia/Elétrico
8515.80.10,"7,2",Para soldar a laser,01/03/2026,Energia/Elétrico
8515.80.90,20,Outros,06/02/2026,Energia/Elétrico
8515.90.00,20,-Partes,06/02/2026,Energia/Elétrico
8517.13.00,20,--Telefones inteligentes (smartphones),06/02/2026,Telefonia/Comunicação
8517.14.31,20,Portáteis,06/02/2026,Telefonia/Comunicação
8517.14.41,"7,2","Digitais, operando em banda C, Ku, L ou S",01/03/2026,Telefonia/Comunicação
8517.14.49,20,Outros,06/02/2026,Telefonia/Comunicação
8517.61.43,"7,2","Digitais, operando em banda C, Ku, L ou S",01/03/2026,Telefonia/Comunicação
8517.61.49,20,Outras,06/02/2026,Telefonia/Comunicação
8517.61.91,20,"Digitais, de frequência igual ou superior a 15 GHz e inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s",06/02/2026,Telefonia/Comunicação
8517.62.14,20,Concentradores de linhas de assinantes (terminais de central ou terminal remoto),06/02/2026,Telefonia/Comunicação
8517.62.15,"12,6",Multiplexadores,06/02/2026,Telefonia/Comunicação
8517.62.21,20,"Centrais automáticas públicas, incluindo as de trânsito",06/02/2026,Telefonia/Comunicação
8517.62.29,20,Outros,06/02/2026,Telefonia/Comunicação
8517.62.34,25,Aparelhos para comutação de pacotes de dados (switches),06/02/2026,Telefonia/Comunicação
8517.62.39,20,Outros,06/02/2026,Telefonia/Comunicação
8517.62.41,25,Com capacidade de conexão sem fio,06/02/2026,Telefonia/Comunicação
8517.62.49,25,Outros,06/02/2026,Telefonia/Comunicação
8517.62.53,"7,2","Terminais de texto que operem com código de transmissão Baudot, providos de teclado alfanumérico e visor, mesmo com telefone incorporado",01/03/2026,Telefonia/Comunicação
8517.62.64,"7,2","Por satélite, digitais, operando em banda C, Ku, L ou S",01/03/2026,Telefonia/Comunicação
8517.62.65,20,"Outros, por satélite",06/02/2026,Telefonia/Comunicação
8517.62.77,20,"Outros, de frequência inferior a 15 GHz",06/02/2026,Telefonia/Comunicação
8517.62.78,20,"De frequência igual ou superior a 15 GHz, mas inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s",06/02/2026,Telefonia/Comunicação
8517.62.91,"12,6",Aparelhos transmissores (emissores),06/02/2026,Telefonia/Comunicação
8517.62.96,"12,6","Outros, analógicos",06/02/2026,Telefonia/Comunicação
8517.69.00,20,--Outros,06/02/2026,Telefonia/Comunicação
8517.71.20,0,Antenas próprias para estações-base de telefonia celular,01/02/2026,Telefonia/Comunicação
8517.71.20,20,Antenas próprias para estações-base de telefonia celular,06/02/2026,Telefonia/Comunicação
8519.81.20,"7,2",Gravadores de som de cabinas de aeronaves,01/03/2026,Energia/Elétrico
8521.10.10,"7,2","Gravador-reprodutor, sem sintonizador",01/03/2026,Energia/Elétrico
8521.10.90,"7,2","Outros, para fitas de largura igual ou superior a 19,05 mm (3/4"")",01/03/2026,Energia/Elétrico
8523.29.11,"7,2",Do tipo utilizado em unidades de discos rígidos,01/03/2026,Energia/Elétrico
8524.12.00,"12,6",--De diodos emissores de luz orgânicos (OLED),06/02/2026,Eletrônica/Semicondutores
8524.19.00,"12,6",--Outros,06/02/2026,Energia/Elétrico
8524.91.00,"7,2",--De cristais líquidos,01/03/2026,Energia/Elétrico
8524.92.00,"7,2",--De diodos emissores de luz orgânicos (OLED),01/03/2026,Eletrônica/Semicondutores
8524.99.00,"7,2",--Outros,01/03/2026,Energia/Elétrico
8525.50.11,"7,2","Em AM, com modulação por código ou largura de pulso, totalmente a semicondutor e com potência de saída superior a 10 kW",01/03/2026,Eletrônica/Semicondutores
8525.50.19,"12,6",Outros,06/02/2026,Energia/Elétrico
8525.50.22,"7,2","Em banda UHF, de frequência igual ou superior a 2,0 GHz, mas não superior a 2,7 GHz, com potência de saída igual ou superior a 10 W, mas não superior a 100 W",01/03/2026,Energia/Elétrico
8525.50.29,"12,6",Outros,06/02/2026,Energia/Elétrico
8525.60.10,"12,6",De radiodifusão,06/02/2026,Energia/Elétrico
8525.60.20,"7,2","De televisão, de frequência superior a 7 GHz",01/03/2026,Energia/Elétrico
8525.60.90,"12,6",Outros,06/02/2026,Energia/Elétrico
8525.81.00,"7,2","--Ultrarrápidas, mencionadas na Nota de subposições 1 do presente Capítulo",01/03/2026,Energia/Elétrico
8525.82.00,"7,2","--Outras, resistentes à radiação, mencionadas na Nota de subposições 2 do presente Capítulo",01/03/2026,Energia/Elétrico
8525.83.00,"7,2","--Outras, de visão noturna, mencionadas na Nota de subposições 3 do presente Capítulo",01/03/2026,Energia/Elétrico
8525.89.11,"7,2",Com três ou mais captadores de imagem,01/03/2026,Energia/Elétrico
8525.89.12,"7,2","Com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux",01/03/2026,Eletrônica/Semicondutores
8525.89.13,20,"Com sensor de imagem a semicondutor tipo CMOS, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux",06/02/2026,Eletrônica/Semicondutores
